[2019-07-07 20:16:40 $28653.0]	INFO	Server is reloading all workers now
[2019-07-08 10:20:33 $38085.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=38089] exit timeout, forced kill
[2019-07-08 10:20:33 $38085.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=38090] exit timeout, forced kill
[2019-07-08 10:20:33 $38085.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=38091] exit timeout, forced kill
[2019-07-08 10:20:33 $38085.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=38092] exit timeout, forced kill
[2019-07-08 10:20:33 $38085.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=38093] exit timeout, forced kill
[2019-07-08 10:20:33 $38085.0]	WARNING	swManager_check_exit_status: worker#11[pid=38089] abnormal exit, status=0, signal=9
[2019-07-08 10:20:33 $38085.0]	WARNING	swManager_check_exit_status: worker#15[pid=38093] abnormal exit, status=0, signal=9
[2019-07-08 10:20:33 $38085.0]	WARNING	swManager_check_exit_status: worker#14[pid=38092] abnormal exit, status=0, signal=9
[2019-07-08 10:20:33 $38085.0]	WARNING	swManager_check_exit_status: worker#13[pid=38091] abnormal exit, status=0, signal=9
[2019-07-08 10:20:33 $38085.0]	WARNING	swManager_check_exit_status: worker#12[pid=38090] abnormal exit, status=0, signal=9
[2019-07-08 10:20:33 $38085.0]	WARNING	swManager_check_exit_status: worker#10[pid=38088] abnormal exit, status=0, signal=9
[2019-07-08 10:20:33 $38085.0]	WARNING	swManager_check_exit_status: worker#9[pid=38087] abnormal exit, status=0, signal=9
[2019-07-08 10:21:26 $38320.0]	INFO	Server is reloading all workers now
[2019-07-08 10:21:29 $38320.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=38321] exit timeout, forced kill
[2019-07-08 10:21:29 $38320.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=38322] exit timeout, forced kill
[2019-07-08 10:21:29 $38320.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=38323] exit timeout, forced kill
[2019-07-08 10:21:29 $38320.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=38324] exit timeout, forced kill
[2019-07-08 10:21:29 $38320.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=38325] exit timeout, forced kill
[2019-07-08 10:21:29 $38320.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=38326] exit timeout, forced kill
[2019-07-08 10:21:29 $38320.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=38327] exit timeout, forced kill
[2019-07-08 10:21:29 $38320.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=38328] exit timeout, forced kill
[2019-07-08 10:21:29 $38320.0]	WARNING	swManager_check_exit_status: worker#10[pid=38323] abnormal exit, status=0, signal=9
[2019-07-08 10:21:29 $38320.0]	WARNING	swManager_check_exit_status: worker#15[pid=38328] abnormal exit, status=0, signal=9
[2019-07-08 10:21:29 $38320.0]	WARNING	swManager_check_exit_status: worker#14[pid=38327] abnormal exit, status=0, signal=9
[2019-07-08 10:21:29 $38320.0]	WARNING	swManager_check_exit_status: worker#13[pid=38326] abnormal exit, status=0, signal=9
[2019-07-08 10:21:29 $38320.0]	WARNING	swManager_check_exit_status: worker#12[pid=38325] abnormal exit, status=0, signal=9
[2019-07-08 10:21:29 $38320.0]	WARNING	swManager_check_exit_status: worker#11[pid=38324] abnormal exit, status=0, signal=9
[2019-07-08 10:21:29 $38320.0]	WARNING	swManager_check_exit_status: worker#9[pid=38322] abnormal exit, status=0, signal=9
[2019-07-08 10:56:11 $38320.0]	INFO	Server is reloading all workers now
[2019-07-08 10:56:14 $38320.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=38361] exit timeout, forced kill
[2019-07-08 10:56:14 $38320.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=38375] exit timeout, forced kill
[2019-07-08 10:56:14 $38320.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=38369] exit timeout, forced kill
[2019-07-08 10:56:14 $38320.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=38374] exit timeout, forced kill
[2019-07-08 10:56:14 $38320.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=38373] exit timeout, forced kill
[2019-07-08 10:56:14 $38320.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=38372] exit timeout, forced kill
[2019-07-08 10:56:14 $38320.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=38371] exit timeout, forced kill
[2019-07-08 10:56:14 $38320.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=38370] exit timeout, forced kill
[2019-07-08 10:56:14 $38320.0]	WARNING	swManager_check_exit_status: worker#9[pid=38375] abnormal exit, status=0, signal=9
[2019-07-08 10:56:14 $38320.0]	WARNING	swManager_check_exit_status: worker#11[pid=38374] abnormal exit, status=0, signal=9
[2019-07-08 10:56:14 $38320.0]	WARNING	swManager_check_exit_status: worker#12[pid=38373] abnormal exit, status=0, signal=9
[2019-07-08 10:56:14 $38320.0]	WARNING	swManager_check_exit_status: worker#13[pid=38372] abnormal exit, status=0, signal=9
[2019-07-08 10:56:14 $38320.0]	WARNING	swManager_check_exit_status: worker#14[pid=38371] abnormal exit, status=0, signal=9
[2019-07-08 10:56:14 $38320.0]	WARNING	swManager_check_exit_status: worker#15[pid=38370] abnormal exit, status=0, signal=9
[2019-07-08 10:56:14 $38320.0]	WARNING	swManager_check_exit_status: worker#10[pid=38369] abnormal exit, status=0, signal=9
[2019-07-22 17:19:39 $65058.0]	INFO	Server is reloading all workers now
[2019-07-22 17:19:42 $65058.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=65060] exit timeout, forced kill
[2019-07-22 17:19:42 $65058.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=65061] exit timeout, forced kill
[2019-07-22 17:19:42 $65058.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=65062] exit timeout, forced kill
[2019-07-22 17:19:42 $65058.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=65063] exit timeout, forced kill
[2019-07-22 17:19:42 $65058.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=65064] exit timeout, forced kill
[2019-07-22 17:19:42 $65058.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=65065] exit timeout, forced kill
[2019-07-22 17:19:42 $65058.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=65066] exit timeout, forced kill
[2019-07-22 17:19:42 $65058.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=65067] exit timeout, forced kill
[2019-07-22 17:19:42 $65058.0]	WARNING	swManager_check_exit_status: worker#9[pid=65061] abnormal exit, status=0, signal=9
[2019-07-22 17:19:42 $65058.0]	WARNING	swManager_check_exit_status: worker#13[pid=65065] abnormal exit, status=0, signal=9
[2019-07-22 17:19:42 $65058.0]	WARNING	swManager_check_exit_status: worker#15[pid=65067] abnormal exit, status=0, signal=9
[2019-07-22 17:19:42 $65058.0]	WARNING	swManager_check_exit_status: worker#14[pid=65066] abnormal exit, status=0, signal=9
[2019-07-22 17:19:42 $65058.0]	WARNING	swManager_check_exit_status: worker#12[pid=65064] abnormal exit, status=0, signal=9
[2019-07-22 17:19:42 $65058.0]	WARNING	swManager_check_exit_status: worker#11[pid=65063] abnormal exit, status=0, signal=9
[2019-07-22 17:19:42 $65058.0]	WARNING	swManager_check_exit_status: worker#10[pid=65062] abnormal exit, status=0, signal=9
[2019-07-22 17:49:01 $65058.0]	INFO	Server is reloading all workers now
[2019-07-22 17:49:04 $65058.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=65337] exit timeout, forced kill
[2019-07-22 17:49:04 $65058.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=65342] exit timeout, forced kill
[2019-07-22 17:49:04 $65058.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=65348] exit timeout, forced kill
[2019-07-22 17:49:04 $65058.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=65347] exit timeout, forced kill
[2019-07-22 17:49:04 $65058.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=65346] exit timeout, forced kill
[2019-07-22 17:49:04 $65058.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=65343] exit timeout, forced kill
[2019-07-22 17:49:04 $65058.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=65345] exit timeout, forced kill
[2019-07-22 17:49:04 $65058.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=65344] exit timeout, forced kill
[2019-07-22 17:49:04 $65058.0]	WARNING	swManager_check_exit_status: worker#9[pid=65342] abnormal exit, status=0, signal=9
[2019-07-22 17:49:04 $65058.0]	WARNING	swManager_check_exit_status: worker#10[pid=65348] abnormal exit, status=0, signal=9
[2019-07-22 17:49:04 $65058.0]	WARNING	swManager_check_exit_status: worker#11[pid=65347] abnormal exit, status=0, signal=9
[2019-07-22 17:49:04 $65058.0]	WARNING	swManager_check_exit_status: worker#12[pid=65346] abnormal exit, status=0, signal=9
[2019-07-22 17:49:04 $65058.0]	WARNING	swManager_check_exit_status: worker#14[pid=65345] abnormal exit, status=0, signal=9
[2019-07-22 17:49:04 $65058.0]	WARNING	swManager_check_exit_status: worker#15[pid=65344] abnormal exit, status=0, signal=9
[2019-07-22 17:49:04 $65058.0]	WARNING	swManager_check_exit_status: worker#13[pid=65343] abnormal exit, status=0, signal=9
[2019-07-22 17:49:36 $65058.0]	INFO	Server is reloading all workers now
[2019-07-22 17:49:39 $65058.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=66269] exit timeout, forced kill
[2019-07-22 17:49:39 $65058.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=66280] exit timeout, forced kill
[2019-07-22 17:49:39 $65058.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=66281] exit timeout, forced kill
[2019-07-22 17:49:39 $65058.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=66282] exit timeout, forced kill
[2019-07-22 17:49:39 $65058.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=66283] exit timeout, forced kill
[2019-07-22 17:49:39 $65058.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=66286] exit timeout, forced kill
[2019-07-22 17:49:39 $65058.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=66284] exit timeout, forced kill
[2019-07-22 17:49:39 $65058.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=66285] exit timeout, forced kill
[2019-07-22 17:49:39 $65058.0]	WARNING	swManager_check_exit_status: worker#10[pid=66281] abnormal exit, status=0, signal=9
[2019-07-22 17:49:39 $65058.0]	WARNING	swManager_check_exit_status: worker#13[pid=66286] abnormal exit, status=0, signal=9
[2019-07-22 17:49:39 $65058.0]	WARNING	swManager_check_exit_status: worker#15[pid=66285] abnormal exit, status=0, signal=9
[2019-07-22 17:49:39 $65058.0]	WARNING	swManager_check_exit_status: worker#14[pid=66284] abnormal exit, status=0, signal=9
[2019-07-22 17:49:39 $65058.0]	WARNING	swManager_check_exit_status: worker#12[pid=66283] abnormal exit, status=0, signal=9
[2019-07-22 17:49:39 $65058.0]	WARNING	swManager_check_exit_status: worker#11[pid=66282] abnormal exit, status=0, signal=9
[2019-07-22 17:49:39 $65058.0]	WARNING	swManager_check_exit_status: worker#9[pid=66280] abnormal exit, status=0, signal=9
[2019-08-06 16:56:28 $46247.0]	INFO	Server is reloading all workers now
[2019-08-06 16:56:31 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=46248] exit timeout, forced kill
[2019-08-06 16:56:31 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=46249] exit timeout, forced kill
[2019-08-06 16:56:31 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=46250] exit timeout, forced kill
[2019-08-06 16:56:31 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=46251] exit timeout, forced kill
[2019-08-06 16:56:31 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=46252] exit timeout, forced kill
[2019-08-06 16:56:31 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=46253] exit timeout, forced kill
[2019-08-06 16:56:31 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=46254] exit timeout, forced kill
[2019-08-06 16:56:31 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=46255] exit timeout, forced kill
[2019-08-06 16:56:31 $46247.0]	WARNING	swManager_check_exit_status: worker#9[pid=46249] abnormal exit, status=0, signal=9
[2019-08-06 16:56:31 $46247.0]	WARNING	swManager_check_exit_status: worker#15[pid=46255] abnormal exit, status=0, signal=9
[2019-08-06 16:56:31 $46247.0]	WARNING	swManager_check_exit_status: worker#14[pid=46254] abnormal exit, status=0, signal=9
[2019-08-06 16:56:31 $46247.0]	WARNING	swManager_check_exit_status: worker#13[pid=46253] abnormal exit, status=0, signal=9
[2019-08-06 16:56:31 $46247.0]	WARNING	swManager_check_exit_status: worker#12[pid=46252] abnormal exit, status=0, signal=9
[2019-08-06 16:56:31 $46247.0]	WARNING	swManager_check_exit_status: worker#11[pid=46251] abnormal exit, status=0, signal=9
[2019-08-06 16:56:31 $46247.0]	WARNING	swManager_check_exit_status: worker#10[pid=46250] abnormal exit, status=0, signal=9
[2019-08-06 16:56:31 $46247.0]	INFO	Server is reloading all workers now
[2019-08-06 16:56:34 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=46268] exit timeout, forced kill
[2019-08-06 16:56:34 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=46278] exit timeout, forced kill
[2019-08-06 16:56:34 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=46284] exit timeout, forced kill
[2019-08-06 16:56:34 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=46283] exit timeout, forced kill
[2019-08-06 16:56:34 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=46282] exit timeout, forced kill
[2019-08-06 16:56:34 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=46281] exit timeout, forced kill
[2019-08-06 16:56:34 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=46280] exit timeout, forced kill
[2019-08-06 16:56:34 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=46279] exit timeout, forced kill
[2019-08-06 16:56:34 $46247.0]	WARNING	swManager_check_exit_status: worker#9[pid=46278] abnormal exit, status=0, signal=9
[2019-08-06 16:56:34 $46247.0]	WARNING	swManager_check_exit_status: worker#10[pid=46284] abnormal exit, status=0, signal=9
[2019-08-06 16:56:34 $46247.0]	WARNING	swManager_check_exit_status: worker#11[pid=46283] abnormal exit, status=0, signal=9
[2019-08-06 16:56:34 $46247.0]	WARNING	swManager_check_exit_status: worker#12[pid=46282] abnormal exit, status=0, signal=9
[2019-08-06 16:56:34 $46247.0]	WARNING	swManager_check_exit_status: worker#13[pid=46281] abnormal exit, status=0, signal=9
[2019-08-06 16:56:34 $46247.0]	WARNING	swManager_check_exit_status: worker#14[pid=46280] abnormal exit, status=0, signal=9
[2019-08-06 16:56:34 $46247.0]	WARNING	swManager_check_exit_status: worker#15[pid=46279] abnormal exit, status=0, signal=9
[2019-08-06 16:56:35 $46247.0]	INFO	Server is reloading all workers now
[2019-08-06 16:56:38 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=46285] exit timeout, forced kill
[2019-08-06 16:56:38 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=46296] exit timeout, forced kill
[2019-08-06 16:56:38 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=46297] exit timeout, forced kill
[2019-08-06 16:56:38 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=46298] exit timeout, forced kill
[2019-08-06 16:56:38 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=46299] exit timeout, forced kill
[2019-08-06 16:56:38 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=46300] exit timeout, forced kill
[2019-08-06 16:56:38 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=46301] exit timeout, forced kill
[2019-08-06 16:56:38 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=46302] exit timeout, forced kill
[2019-08-06 16:56:38 $46247.0]	WARNING	swManager_check_exit_status: worker#9[pid=46296] abnormal exit, status=0, signal=9
[2019-08-06 16:56:38 $46247.0]	WARNING	swManager_check_exit_status: worker#15[pid=46302] abnormal exit, status=0, signal=9
[2019-08-06 16:56:38 $46247.0]	WARNING	swManager_check_exit_status: worker#14[pid=46301] abnormal exit, status=0, signal=9
[2019-08-06 16:56:38 $46247.0]	WARNING	swManager_check_exit_status: worker#13[pid=46300] abnormal exit, status=0, signal=9
[2019-08-06 16:56:38 $46247.0]	WARNING	swManager_check_exit_status: worker#12[pid=46299] abnormal exit, status=0, signal=9
[2019-08-06 16:56:38 $46247.0]	WARNING	swManager_check_exit_status: worker#11[pid=46298] abnormal exit, status=0, signal=9
[2019-08-06 16:56:38 $46247.0]	WARNING	swManager_check_exit_status: worker#10[pid=46297] abnormal exit, status=0, signal=9
[2019-08-06 16:56:39 $46247.0]	INFO	Server is reloading all workers now
[2019-08-06 16:56:42 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=46309] exit timeout, forced kill
[2019-08-06 16:56:42 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=46314] exit timeout, forced kill
[2019-08-06 16:56:42 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=46320] exit timeout, forced kill
[2019-08-06 16:56:42 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=46319] exit timeout, forced kill
[2019-08-06 16:56:42 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=46318] exit timeout, forced kill
[2019-08-06 16:56:42 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=46317] exit timeout, forced kill
[2019-08-06 16:56:42 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=46316] exit timeout, forced kill
[2019-08-06 16:56:42 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=46315] exit timeout, forced kill
[2019-08-06 16:56:42 $46247.0]	WARNING	swManager_check_exit_status: worker#9[pid=46314] abnormal exit, status=0, signal=9
[2019-08-06 16:56:42 $46247.0]	WARNING	swManager_check_exit_status: worker#10[pid=46320] abnormal exit, status=0, signal=9
[2019-08-06 16:56:42 $46247.0]	WARNING	swManager_check_exit_status: worker#11[pid=46319] abnormal exit, status=0, signal=9
[2019-08-06 16:56:42 $46247.0]	WARNING	swManager_check_exit_status: worker#12[pid=46318] abnormal exit, status=0, signal=9
[2019-08-06 16:56:42 $46247.0]	WARNING	swManager_check_exit_status: worker#13[pid=46317] abnormal exit, status=0, signal=9
[2019-08-06 16:56:42 $46247.0]	WARNING	swManager_check_exit_status: worker#14[pid=46316] abnormal exit, status=0, signal=9
[2019-08-06 16:56:42 $46247.0]	WARNING	swManager_check_exit_status: worker#15[pid=46315] abnormal exit, status=0, signal=9
[2019-08-06 16:56:43 $46247.0]	INFO	Server is reloading all workers now
[2019-08-06 16:56:46 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=46327] exit timeout, forced kill
[2019-08-06 16:56:46 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=46332] exit timeout, forced kill
[2019-08-06 16:56:46 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=46333] exit timeout, forced kill
[2019-08-06 16:56:46 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=46334] exit timeout, forced kill
[2019-08-06 16:56:46 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=46335] exit timeout, forced kill
[2019-08-06 16:56:46 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=46336] exit timeout, forced kill
[2019-08-06 16:56:46 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=46337] exit timeout, forced kill
[2019-08-06 16:56:46 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=46338] exit timeout, forced kill
[2019-08-06 16:56:46 $46247.0]	WARNING	swManager_check_exit_status: worker#9[pid=46332] abnormal exit, status=0, signal=9
[2019-08-06 16:56:46 $46247.0]	WARNING	swManager_check_exit_status: worker#11[pid=46334] abnormal exit, status=0, signal=9
[2019-08-06 16:56:46 $46247.0]	WARNING	swManager_check_exit_status: worker#15[pid=46338] abnormal exit, status=0, signal=9
[2019-08-06 16:56:46 $46247.0]	WARNING	swManager_check_exit_status: worker#14[pid=46337] abnormal exit, status=0, signal=9
[2019-08-06 16:56:46 $46247.0]	WARNING	swManager_check_exit_status: worker#13[pid=46336] abnormal exit, status=0, signal=9
[2019-08-06 16:56:46 $46247.0]	WARNING	swManager_check_exit_status: worker#12[pid=46335] abnormal exit, status=0, signal=9
[2019-08-06 16:56:46 $46247.0]	WARNING	swManager_check_exit_status: worker#10[pid=46333] abnormal exit, status=0, signal=9
[2019-08-06 16:56:47 $46247.0]	INFO	Server is reloading all workers now
[2019-08-06 16:56:50 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=46341] exit timeout, forced kill
[2019-08-06 16:56:50 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=46350] exit timeout, forced kill
[2019-08-06 16:56:50 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=46356] exit timeout, forced kill
[2019-08-06 16:56:50 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=46351] exit timeout, forced kill
[2019-08-06 16:56:50 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=46355] exit timeout, forced kill
[2019-08-06 16:56:50 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=46354] exit timeout, forced kill
[2019-08-06 16:56:50 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=46353] exit timeout, forced kill
[2019-08-06 16:56:50 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=46352] exit timeout, forced kill
[2019-08-06 16:56:50 $46247.0]	WARNING	swManager_check_exit_status: worker#9[pid=46350] abnormal exit, status=0, signal=9
[2019-08-06 16:56:50 $46247.0]	WARNING	swManager_check_exit_status: worker#10[pid=46356] abnormal exit, status=0, signal=9
[2019-08-06 16:56:50 $46247.0]	WARNING	swManager_check_exit_status: worker#12[pid=46355] abnormal exit, status=0, signal=9
[2019-08-06 16:56:50 $46247.0]	WARNING	swManager_check_exit_status: worker#13[pid=46354] abnormal exit, status=0, signal=9
[2019-08-06 16:56:50 $46247.0]	WARNING	swManager_check_exit_status: worker#14[pid=46353] abnormal exit, status=0, signal=9
[2019-08-06 16:56:50 $46247.0]	WARNING	swManager_check_exit_status: worker#15[pid=46352] abnormal exit, status=0, signal=9
[2019-08-06 16:56:50 $46247.0]	WARNING	swManager_check_exit_status: worker#11[pid=46351] abnormal exit, status=0, signal=9
[2019-08-06 16:56:51 $46247.0]	INFO	Server is reloading all workers now
[2019-08-06 16:56:54 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=46363] exit timeout, forced kill
[2019-08-06 16:56:54 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=46368] exit timeout, forced kill
[2019-08-06 16:56:54 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=46369] exit timeout, forced kill
[2019-08-06 16:56:54 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=46374] exit timeout, forced kill
[2019-08-06 16:56:54 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=46370] exit timeout, forced kill
[2019-08-06 16:56:54 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=46371] exit timeout, forced kill
[2019-08-06 16:56:54 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=46372] exit timeout, forced kill
[2019-08-06 16:56:54 $46247.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=46373] exit timeout, forced kill
[2019-08-06 16:56:54 $46247.0]	WARNING	swManager_check_exit_status: worker#9[pid=46368] abnormal exit, status=0, signal=9
[2019-08-06 16:56:54 $46247.0]	WARNING	swManager_check_exit_status: worker#11[pid=46374] abnormal exit, status=0, signal=9
[2019-08-06 16:56:54 $46247.0]	WARNING	swManager_check_exit_status: worker#15[pid=46373] abnormal exit, status=0, signal=9
[2019-08-06 16:56:54 $46247.0]	WARNING	swManager_check_exit_status: worker#14[pid=46372] abnormal exit, status=0, signal=9
[2019-08-06 16:56:54 $46247.0]	WARNING	swManager_check_exit_status: worker#13[pid=46371] abnormal exit, status=0, signal=9
[2019-08-06 16:56:54 $46247.0]	WARNING	swManager_check_exit_status: worker#12[pid=46370] abnormal exit, status=0, signal=9
[2019-08-06 16:56:54 $46247.0]	WARNING	swManager_check_exit_status: worker#10[pid=46369] abnormal exit, status=0, signal=9
